,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
1201,Urinary tract infection, burning micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1202,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
1203,Urinary tract infection, burning micturition, foul_smell_of urine, continuous_feel_of_urine,
1204,Urinary tract infection, burning micturition, bladder_discomfort, continuous_feel_of_urine,
1205,Urinary tract infection, burning micturition, bladder_discomfort, foul_smell_of urine,
1206,Urinary tract infection, burning micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1207,Urinary tract infection, burning micturition, bladder_discomfort, continuous_feel_of_urine,
1208,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
1209,Urinary tract infection, burning micturition, bladder_discomfort, continuous_feel_of_urine,
1210,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
1211,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
1212,Psoriasis, joint pain, skin peeling, silver_like_dusting, small_dents_in_nails
1213,Psoriasis, skin rash, skin peeling, silver_like_dusting, small_dents_in_nails
1214,Psoriasis, skin rash, joint pain, silver_like_dusting, small_dents_in_nails
1215,Psoriasis, skin rash, joint pain, skin peeling, small_dents_in_nails
1216,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
1217,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
1218,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
1219,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
1220,Impetigo, skin rash, high fever, blister, red_sore_around_nose
1221,Impetigo, skin rash, high fever, blister, red_sore_around_nose
1222,Impetigo, high fever, blister, red_sore_around_nose, yellow_crust_ooze
1223,Impetigo, skin rash, blister, red_sore_around_nose, yellow_crust_ooze
1224,Impetigo, skin rash, blister, red_sore_around_nose, yellow_crust_ooze
1225,Impetigo, skin rash, high fever, red_sore_around_nose, yellow_crust_ooze
1226,Impetigo, skin rash, high fever, blister, yellow_crust_ooze
1227,Impetigo, skin rash, high fever, blister, red_sore_around_nose
1228,Impetigo, skin rash, high fever, blister, red_sore_around_nose
1229,Impetigo, skin rash, blister, red_sore_around_nose, yellow_crust_ooze
1230,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic _patches
1231,Fungal infection, skin rash, nodal skin eruptions, dischromic _patches,
1232,Fungal infection,itching, nodal skin eruptions, dischromic _patches,
1233,Fungal infection,itching, skin rash, dischromic _patches,
1234,Fungal infection,itching, skin rash, nodal skin eruptions,
1235,Fungal infection, skin rash, nodal skin eruptions, dischromic _patches,
1236,Fungal infection,itching, nodal skin eruptions, dischromic _patches,
1237,Fungal infection,itching, skin rash, dischromic _patches,
1238,Fungal infection,itching, skin rash, nodal skin eruptions,
1239,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic _patches
1240,Allergy, continuous sneezing, shivering, chills, watering_from_eyes
1241,Allergy, shivering, chills, watering_from_eyes,
1242,Allergy, continuous sneezing, chills, watering_from_eyes,
1243,Allergy, continuous sneezing, shivering, watering_from_eyes,
1244,Allergy, continuous sneezing, shivering, chills,
1245,Allergy, shivering, chills, watering_from_eyes,
1246,Allergy, continuous sneezing, chills, watering_from_eyes,
1247,Allergy, continuous sneezing, shivering, watering_from_eyes,
1248,Allergy, continuous sneezing, shivering, chills,
1249,Allergy, continuous sneezing, shivering, chills, watering_from_eyes
1250,GERD, stomach pain, acidity, ulcers on tongue, vomiting
1251,GERD, stomach pain, ulcers on tongue, vomiting, cough
1252,GERD, stomach pain, acidity, vomiting, cough
1253,GERD, stomach pain, acidity, ulcers on tongue, cough
1254,GERD, stomach pain, acidity, ulcers on tongue, vomiting
1255,GERD, stomach pain, acidity, ulcers on tongue, vomiting
1256,GERD, acidity, ulcers on tongue, vomiting, cough
1257,GERD, stomach pain, ulcers on tongue, vomiting, cough
1258,GERD, stomach pain, acidity, vomiting, cough
1259,GERD, stomach pain, acidity, ulcers on tongue, cough
1260,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
1261,Chronic cholestasis, vomiting, yellowish skin, nausea, loss of appetite
1262,Chronic cholestasis,itching, yellowish skin, nausea, loss of appetite
1263,Chronic cholestasis,itching, vomiting, nausea, loss of appetite
1264,Chronic cholestasis,itching, vomiting, yellowish skin, loss of appetite
1265,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
1266,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
1267,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
1268,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
1269,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
1270,Drug Reaction,itching, skin rash, stomach pain, burning micturition
1271,Drug Reaction,itching, stomach pain, burning micturition, spotting_ urination
1272,Drug Reaction,itching, skin rash, burning micturition, spotting_ urination
1273,Drug Reaction,itching, skin rash, stomach pain, spotting_ urination
1274,Drug Reaction,itching, skin rash, stomach pain, burning micturition
1275,Drug Reaction, skin rash, stomach pain, burning micturition, spotting_ urination
1276,Drug Reaction,itching, stomach pain, burning micturition, spotting_ urination
1277,Drug Reaction,itching, skin rash, burning micturition, spotting_ urination
1278,Drug Reaction,itching, skin rash, stomach pain, spotting_ urination
1279,Drug Reaction,itching, skin rash, stomach pain, burning micturition
1280,Peptic ulcer diseae, vomiting, loss of appetite, abdominal pain, passage_of_gases
1281,Peptic ulcer diseae, vomiting, indigestion, abdominal pain, passage_of_gases
1282,Peptic ulcer diseae, indigestion, loss of appetite, abdominal pain, passage_of_gases
1283,Peptic ulcer diseae, vomiting, loss of appetite, abdominal pain, passage_of_gases
1284,Peptic ulcer diseae, vomiting, indigestion, abdominal pain, passage_of_gases
1285,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, passage_of_gases
1286,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
1287,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
1288,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
1289,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
1290, cold, muscle wasting, patches in throat, high fever, extra_marital_contacts
1291, cold, patches in throat, high fever, extra_marital_contacts,
1292, cold, muscle wasting, high fever, extra_marital_contacts,
1293, cold, muscle wasting, patches in throat, extra_marital_contacts,
1294, cold, muscle wasting, patches in throat, high fever,
1295, cold, muscle wasting, patches in throat, high fever, extra_marital_contacts
1296, cold, muscle wasting, patches in throat, high fever, extra_marital_contacts
1297, cold, patches in throat, high fever, extra_marital_contacts,
1298, cold, muscle wasting, high fever, extra_marital_contacts,
1299, cold, muscle wasting, patches in throat, high fever,
1300,Diabetes , fatigue, weight loss, restlessness, lethargy
1301,Diabetes , fatigue, weight loss, restlessness, lethargy
1302,Diabetes , weight loss, restlessness, lethargy, irregular sugar level
1303,Diabetes , fatigue, restlessness, lethargy, irregular sugar level
1304,Diabetes , fatigue, weight loss, lethargy, irregular sugar level
1305,Diabetes , fatigue, weight loss, restlessness, irregular sugar level
1306,Diabetes , fatigue, weight loss, restlessness, lethargy
1307,Diabetes , fatigue, weight loss, restlessness, lethargy
1308,Diabetes , fatigue, weight loss, restlessness, lethargy
1309,Diabetes , fatigue, weight loss, restlessness, lethargy
1310,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
1311,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
1312,Gastroenteritis, sunken eyes, dehydration, diarrhoea,
1313,Gastroenteritis, vomiting, dehydration, diarrhoea,
1314,Gastroenteritis, vomiting, sunken eyes, diarrhoea,
1315,Gastroenteritis, vomiting, sunken eyes, dehydration,
1316,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
1317,Gastroenteritis, sunken eyes, dehydration, diarrhoea,
1318,Gastroenteritis, vomiting, dehydration, diarrhoea,
1319,Gastroenteritis, vomiting, sunken eyes, diarrhoea,
1320,Bronchial Asthma, fatigue, cough, high fever, breathlessness
1321,Bronchial Asthma, cough, high fever, breathlessness, family_history
1322,Bronchial Asthma, fatigue, high fever, breathlessness, family_history
1323,Bronchial Asthma, fatigue, cough, breathlessness, family_history
1324,Bronchial Asthma, fatigue, cough, high fever, family_history
1325,Bronchial Asthma, fatigue, cough, high fever, breathlessness
1326,Bronchial Asthma, fatigue, cough, high fever, breathlessness
1327,Bronchial Asthma, fatigue, cough, high fever, breathlessness
1328,Bronchial Asthma, cough, high fever, breathlessness, family_history
1329,Bronchial Asthma, fatigue, high fever, breathlessness, family_history
1330,Hypertension , headache, chest pain, dizziness, loss of balance
1331,Hypertension , chest pain, dizziness, loss of balance, lack_of_concentration
1332,Hypertension , headache, dizziness, loss of balance, lack_of_concentration
1333,Hypertension , headache, chest pain, loss of balance, lack_of_concentration
1334,Hypertension , headache, chest pain, dizziness, lack_of_concentration
1335,Hypertension , headache, chest pain, dizziness, loss of balance
1336,Hypertension , headache, chest pain, dizziness, loss of balance
1337,Hypertension , chest pain, dizziness, loss of balance, lack_of_concentration
1338,Hypertension , headache, dizziness, loss of balance, lack_of_concentration
1339,Hypertension , headache, chest pain, loss of balance, lack_of_concentration
1340,Migraine, acidity, indigestion, headache, blurred and distorted vision
1341,Migraine, indigestion, headache, blurred and distorted vision, excessive hunger
1342,Migraine, acidity, headache, blurred and distorted vision, excessive hunger
1343,Migraine, acidity, indigestion, blurred and distorted vision, excessive hunger
1344,Migraine, acidity, indigestion, headache, excessive hunger
1345,Migraine, acidity, indigestion, headache, blurred and distorted vision
1346,Migraine, acidity, indigestion, headache, blurred and distorted vision
1347,Migraine, acidity, indigestion, headache, blurred and distorted vision
1348,Migraine, acidity, indigestion, headache, blurred and distorted vision
1349,Migraine, acidity, indigestion, headache, blurred and distorted vision
1350,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, dizziness
1351,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, dizziness
1352,Cervical spondylosis, weakness_in_limbs, neck pain, dizziness, loss of balance
1353,Cervical spondylosis, back pain, neck pain, dizziness, loss of balance
1354,Cervical spondylosis, back pain, weakness_in_limbs, dizziness, loss of balance
1355,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, loss of balance
1356,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, dizziness
1357,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, dizziness
1358,Cervical spondylosis, weakness_in_limbs, neck pain, dizziness, loss of balance
1359,Cervical spondylosis, back pain, neck pain, dizziness, loss of balance
1360,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
1361,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
1362,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
1363,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
1364,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
1365,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,
1366,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
1367,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
1368,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
1369,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
1370,Jaundice,itching, vomiting, fatigue, weight loss
1371,Jaundice,itching, vomiting, fatigue, weight loss
1372,Jaundice, vomiting, fatigue, weight loss, high fever
1373,Jaundice,itching, fatigue, weight loss, high fever
1374,Jaundice,itching, vomiting, weight loss, high fever
1375,Jaundice,itching, vomiting, fatigue, high fever
1376,Jaundice,itching, vomiting, fatigue, weight loss
1377,Jaundice,itching, vomiting, fatigue, weight loss
1378,Jaundice,itching, vomiting, fatigue, weight loss
1379,Jaundice,itching, vomiting, fatigue, weight loss
1380,Malaria, chills, vomiting, high fever, sweating
1381,Malaria, chills, vomiting, high fever, sweating
1382,Malaria, chills, vomiting, high fever, sweating
1383,Malaria, vomiting, high fever, sweating, headache
1384,Malaria, chills, high fever, sweating, headache
1385,Malaria, chills, vomiting, sweating, headache
1386,Malaria, chills, vomiting, high fever, headache
1387,Malaria, chills, vomiting, high fever, sweating
1388,Malaria, chills, vomiting, high fever, sweating
1389,Malaria, chills, vomiting, high fever, sweating
1390,Chicken pox,itching, skin rash, fatigue, lethargy
1391,Chicken pox, skin rash, fatigue, lethargy, high fever
1392,Chicken pox,itching, fatigue, lethargy, high fever
1393,Chicken pox,itching, skin rash, lethargy, high fever
1394,Chicken pox,itching, skin rash, fatigue, high fever
1395,Chicken pox,itching, skin rash, fatigue, lethargy
1396,Chicken pox,itching, skin rash, fatigue, lethargy
1397,Chicken pox,itching, skin rash, fatigue, lethargy
1398,Chicken pox,itching, skin rash, fatigue, lethargy
1399,Chicken pox,itching, skin rash, fatigue, lethargy
1400,Dengue, skin rash, chills, joint pain, vomiting
1401,Dengue, skin rash, chills, joint pain, vomiting
1402,Dengue, skin rash, chills, joint pain, vomiting
1403,Dengue, skin rash, chills, joint pain, vomiting
1404,Dengue, chills, joint pain, vomiting, fatigue
1405,Dengue, skin rash, joint pain, vomiting, fatigue
1406,Dengue, skin rash, chills, vomiting, fatigue
1407,Dengue, skin rash, chills, joint pain, fatigue
1408,Dengue, skin rash, chills, joint pain, vomiting
1409,Dengue, skin rash, chills, joint pain, vomiting
1410,Allergy, chills, vomiting, fatigue, high fever
1411,Allergy, chills, vomiting, fatigue, high fever
1412,Allergy, chills, vomiting, fatigue, high fever
1413,Allergy, chills, vomiting, fatigue, high fever
1414,Allergy, chills, vomiting, fatigue, high fever
1415,Allergy, chills, vomiting, fatigue, high fever
1416,Allergy, chills, vomiting, fatigue, high fever
1417,Allergy, chills, vomiting, fatigue, high fever
